,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
222,uri,http://www.wikidata.org/entity/Q926753,en,literal,Mary Fickett,literal,Alzheimer's disease,literal,Alzheimer's disease
223,uri,http://www.wikidata.org/entity/Q927934,en,literal,Roméo LeBlanc,literal,Alzheimer's disease,literal,Alzheimer's disease
224,uri,http://www.wikidata.org/entity/Q942027,en,literal,Samuel Ichiye Hayakawa,literal,Alzheimer's disease,literal,Alzheimer's disease
225,uri,http://www.wikidata.org/entity/Q953998,en,literal,Philip Klutznick,literal,Alzheimer's disease,literal,Alzheimer's disease
226,uri,http://www.wikidata.org/entity/Q159552,en,literal,Johannes V. Jensen,literal,1918-1920 flu pandemic,literal,kidney disease
227,uri,http://www.wikidata.org/entity/Q101698,en,literal,Gaetano Donizetti,literal,bipolar disorder,literal,syphilis
228,uri,http://www.wikidata.org/entity/Q128736,en,literal,John Forbes Nash,literal,paranoid schizophrenia,literal,car accident
229,uri,http://www.wikidata.org/entity/Q150851,en,literal,Colin Powell,literal,"COVID-19, multiple myeloma",literal,COVID-19
230,uri,http://www.wikidata.org/entity/Q152929,en,literal,Meat Loaf,literal,"Wolff-Parkinson-White syndrome, color blindness, asthma",literal,COVID-19
231,uri,http://www.wikidata.org/entity/Q173923,en,literal,Ilija Petković,literal,"COVID-19, peptic ulcer disease",literal,COVID-19
232,uri,http://www.wikidata.org/entity/Q76963,en,literal,Andrew Sachs,literal,"vascular dementia, Alzheimer's disease",literal,vascular dementia
233,uri,http://www.wikidata.org/entity/Q79759,en,literal,John Milton,literal,blindness,literal,kidney failure
234,uri,http://www.wikidata.org/entity/Q3623655,en,literal,Aroldo Bonzagni,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
235,uri,http://www.wikidata.org/entity/Q3702708,en,literal,Dark Cloud,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
236,uri,http://www.wikidata.org/entity/Q3715923,en,literal,Dudley Beaumont,literal,influenza,literal,"influenza, 1918-1920 flu pandemic"
237,uri,http://www.wikidata.org/entity/Q3949311,en,literal,Sante Notarnicola,literal,COVID-19,literal,influenza
238,uri,http://www.wikidata.org/entity/Q4090201,en,literal,Boris Bozhnev,literal,influenza,literal,influenza
239,uri,http://www.wikidata.org/entity/Q4150307,en,literal,Jāzeps Grosvalds,literal,influenza,literal,"influenza, 1918-1920 flu pandemic"
240,uri,http://www.wikidata.org/entity/Q4208355,en,literal,William Cusins,literal,influenza,literal,influenza
241,uri,http://www.wikidata.org/entity/Q66940,en,literal,Karl Koch,literal,substance abuse,literal,self-immolation
242,uri,http://www.wikidata.org/entity/Q67735,en,literal,Reinhard Hardegen,literal,"Unequal leg length, gastrointestinal bleeding",literal,apnea
243,uri,http://www.wikidata.org/entity/Q80048,en,literal,Al Capone,literal,"neurosyphilis, gonorrhea, syphilis",literal,bronchopneumonia
244,uri,http://www.wikidata.org/entity/Q180642,en,literal,Garrincha,literal,poliomyelitis,literal,liver cirrhosis
245,uri,http://www.wikidata.org/entity/Q184378,en,literal,Rock Hudson,literal,HIV/AIDS,literal,"lung cancer, AIDS related disease"
246,uri,http://www.wikidata.org/entity/Q200776,en,literal,Tassos Papadopoulos,literal,lung cancer,literal,lung cancer
247,uri,http://www.wikidata.org/entity/Q83338,en,literal,Robin Williams,literal,"mental depression, Lewy body dementia, alcoholism",literal,hanging
248,uri,http://www.wikidata.org/entity/Q104358,en,literal,Billie Holiday,literal,"major depressive disorder, alcoholism",literal,liver cirrhosis
249,uri,http://www.wikidata.org/entity/Q106231,en,literal,Daniel Webster,literal,asthma,literal,"liver cirrhosis, cerebral hemorrhage"
250,uri,http://www.wikidata.org/entity/Q192789,en,literal,Robert Wadlow,literal,gigantism,literal,infection
251,uri,http://www.wikidata.org/entity/Q192667,en,literal,Manuel Noriega,literal,smallpox,literal,brain tumor
252,uri,http://www.wikidata.org/entity/Q132682,en,literal,Modest Petrovich Mussorgsky,literal,"epilepsy, alcoholism",literal,infectious disease
253,uri,http://www.wikidata.org/entity/Q92143,en,literal,Carl Hermann Busse,literal,1918-1920 flu pandemic,literal,1918-1920 flu pandemic
254,uri,http://www.wikidata.org/entity/Q106919,en,literal,Silvana Mangano,literal,mental depression,literal,lung cancer
255,uri,http://www.wikidata.org/entity/Q192818,en,literal,Bettino Craxi,literal,type-1 diabetes,literal,diabetes
256,uri,http://www.wikidata.org/entity/Q192894,en,literal,"Miguel Primo de Rivera, 2nd Marquis of Estella",literal,type 2 diabetes,literal,diabetes
257,uri,http://www.wikidata.org/entity/Q103876,en,literal,Peter O'Toole,literal,type-1 diabetes,literal,stomach cancer
258,uri,http://www.wikidata.org/entity/Q106655,en,literal,May Ayim,literal,"mental depression, multiple sclerosis",literal,falling
259,uri,http://www.wikidata.org/entity/Q77208,en,literal,Horst Bienek,literal,HIV/AIDS,literal,death from AIDS-related complications
260,uri,http://www.wikidata.org/entity/Q83003,en,literal,Antonio Gramsci,literal,"Pott disease, arteriosclerosis",literal,cerebral hemorrhage
261,uri,http://www.wikidata.org/entity/Q109053,en,literal,Art Tatum,literal,blindness,literal,kidney failure
262,uri,http://www.wikidata.org/entity/Q187345,en,literal,Zelda Rubinstein,literal,dwarfism,literal,kidney failure
263,uri,http://www.wikidata.org/entity/Q180455,en,literal,Aristotle Onassis,literal,myasthenia gravis,literal,respiratory failure
264,uri,http://www.wikidata.org/entity/Q1795439,en,literal,Ned Doig,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
265,uri,http://www.wikidata.org/entity/Q1871822,en,literal,Louis T. Leonowens,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
266,uri,http://www.wikidata.org/entity/Q1948749,en,literal,Morton Livingston Schamberg,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
267,uri,http://www.wikidata.org/entity/Q1998925,en,literal,Turki I bin Abdul-Aziz Al Saud,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic, influenza A virus"
268,uri,http://www.wikidata.org/entity/Q2038242,en,literal,Fritz Otto Bernert,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
269,uri,http://www.wikidata.org/entity/Q907764,en,literal,Lane Evans,literal,Parkinson's disease,literal,Parkinson's disease
270,uri,http://www.wikidata.org/entity/Q932820,en,literal,Jonathan Spence,literal,Parkinson's disease,literal,Parkinson's disease
271,uri,http://www.wikidata.org/entity/Q935532,en,literal,Ran Laurie,literal,Parkinson's disease,literal,Parkinson's disease
272,uri,http://www.wikidata.org/entity/Q939458,en,literal,Vincent R. Impellitteri,literal,Parkinson's disease,literal,Parkinson's disease
273,uri,http://www.wikidata.org/entity/Q950542,en,literal,Gilles Carle,literal,Parkinson's disease,literal,Parkinson's disease
274,uri,http://www.wikidata.org/entity/Q952789,en,literal,Malcolm Browne,literal,Parkinson's disease,literal,Parkinson's disease
275,uri,http://www.wikidata.org/entity/Q956297,en,literal,Franck Pourcel,literal,Parkinson's disease,literal,Parkinson's disease
276,uri,http://www.wikidata.org/entity/Q961003,en,literal,Robert Byrne,literal,Parkinson's disease,literal,Parkinson's disease
277,uri,http://www.wikidata.org/entity/Q202749,en,literal,Edmond Rostand,literal,"1918-1920 flu pandemic, influenza",literal,1918-1920 flu pandemic
278,uri,http://www.wikidata.org/entity/Q84284,en,literal,Christian Doppler,literal,pneumoconiosis,literal,respiratory disease
279,uri,http://www.wikidata.org/entity/Q187324,en,literal,Zelda Fitzgerald,literal,"bipolar disorder, schizophrenia",literal,conflagration
280,uri,http://www.wikidata.org/entity/Q3680210,en,literal,Claudio Rinaldi,literal,multiple sclerosis,literal,multiple sclerosis
281,uri,http://www.wikidata.org/entity/Q3837551,en,literal,Lou Rossini,literal,Alzheimer's disease,literal,Alzheimer's disease
282,uri,http://www.wikidata.org/entity/Q3847218,en,literal,Maurice Shadbolt,literal,Alzheimer's disease,literal,Alzheimer's disease
283,uri,http://www.wikidata.org/entity/Q3923363,en,literal,John Parke,literal,Alzheimer's disease,literal,Alzheimer's disease
284,uri,http://www.wikidata.org/entity/Q4065275,en,literal,Alex Anderson,literal,Alzheimer's disease,literal,Alzheimer's disease
285,uri,http://www.wikidata.org/entity/Q4079391,en,literal,Marta Fernandez Miranda de Batista,literal,Alzheimer's disease,literal,Alzheimer's disease
286,uri,http://www.wikidata.org/entity/Q89624,en,literal,John Stanislaw Kubary,literal,alcoholism,literal,exsanguination
287,uri,http://www.wikidata.org/entity/Q100419,en,literal,Stefan Lippe,literal,COVID-19,literal,COVID-19
288,uri,http://www.wikidata.org/entity/Q185647,en,literal,Alexander Scriabin,literal,"paralysis, major depressive disorder, synesthesia",literal,sepsis
289,uri,http://www.wikidata.org/entity/Q939050,en,literal,Carola Scarpa,literal,"anorexia nervosa, type-1 diabetes",literal,"myocardial infarction, type-1 diabetes, anorexia nervosa, kidney failure"
290,uri,http://www.wikidata.org/entity/Q948893,en,literal,Jeffrey Tate,literal,spina bifida,literal,myocardial infarction
291,uri,http://www.wikidata.org/entity/Q959829,en,literal,Robert Z'Dar,literal,cherubism,literal,myocardial infarction
292,uri,http://www.wikidata.org/entity/Q1701650,en,literal,Steve Horn,literal,Alzheimer's disease,literal,Alzheimer's disease
293,uri,http://www.wikidata.org/entity/Q1742048,en,literal,King Kolax,literal,Alzheimer's disease,literal,Alzheimer's disease
294,uri,http://www.wikidata.org/entity/Q1806040,en,literal,Larry D. Mann,literal,Alzheimer's disease,literal,Alzheimer's disease
295,uri,http://www.wikidata.org/entity/Q1807505,en,literal,Tom O'Horgan,literal,Alzheimer's disease,literal,Alzheimer's disease
296,uri,http://www.wikidata.org/entity/Q1871683,en,literal,Louis Féraud,literal,Alzheimer's disease,literal,Alzheimer's disease
297,uri,http://www.wikidata.org/entity/Q1871997,en,literal,Louis Simpson,literal,Alzheimer's disease,literal,Alzheimer's disease
298,uri,http://www.wikidata.org/entity/Q1881244,en,literal,Keene Curtis,literal,Alzheimer's disease,literal,Alzheimer's disease
299,uri,http://www.wikidata.org/entity/Q1894476,en,literal,William Proxmire,literal,Alzheimer's disease,literal,Alzheimer's disease
300,uri,http://www.wikidata.org/entity/Q1918910,en,literal,Mel Stewart,literal,Alzheimer's disease,literal,Alzheimer's disease
301,uri,http://www.wikidata.org/entity/Q1967743,en,literal,Ally MacLeod,literal,Alzheimer's disease,literal,Alzheimer's disease
302,uri,http://www.wikidata.org/entity/Q1974882,en,literal,Neil Staebler,literal,Alzheimer's disease,literal,Alzheimer's disease
303,uri,http://www.wikidata.org/entity/Q1991026,en,literal,Elizabeth Clare Prophet,literal,"epilepsy, Alzheimer's disease",literal,Alzheimer's disease
304,uri,http://www.wikidata.org/entity/Q2005735,en,literal,Jan Notermans,literal,Alzheimer's disease,literal,Alzheimer's disease
305,uri,http://www.wikidata.org/entity/Q2043560,en,literal,P. Bhaskaran,literal,Alzheimer's disease,literal,Alzheimer's disease
306,uri,http://www.wikidata.org/entity/Q2061008,en,literal,Paul Lindblad,literal,Alzheimer's disease,literal,Alzheimer's disease
307,uri,http://www.wikidata.org/entity/Q188653,en,literal,Ahmed Yassin,literal,paraplegia,literal,military operation
308,uri,http://www.wikidata.org/entity/Q4798087,en,literal,Arthur Britton,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
309,uri,http://www.wikidata.org/entity/Q4908166,en,literal,Bill Blair,literal,1889–1890 pandemic,literal,influenza
310,uri,http://www.wikidata.org/entity/Q4911446,en,literal,Bill Yawkey,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
311,uri,http://www.wikidata.org/entity/Q4912566,en,literal,Billy Franey,literal,influenza,literal,influenza
312,uri,http://www.wikidata.org/entity/Q5041214,en,literal,Carleton Ellis,literal,influenza,literal,influenza
313,uri,http://www.wikidata.org/entity/Q950141,en,literal,John Ogdon,literal,bipolar disorder,literal,pneumonia
314,uri,http://www.wikidata.org/entity/Q180710,en,literal,Anna Nicole Smith,literal,borderline personality disorder,literal,combined drug intoxication
315,uri,http://www.wikidata.org/entity/Q193236,en,literal,Gabriele D'Annunzio,literal,one-eyed,literal,cerebral hemorrhage
316,uri,http://www.wikidata.org/entity/Q78494,en,literal,Arthur Koestler,literal,Parkinson's disease,literal,intoxication
317,uri,http://www.wikidata.org/entity/Q82222,en,literal,Little Richard,literal,myocardial infarction,literal,bone cancer
318,uri,http://www.wikidata.org/entity/Q4250968,en,literal,Achmad Soebardjo,literal,influenza,literal,influenza
319,uri,http://www.wikidata.org/entity/Q4258950,en,literal,Leonty,literal,influenza,literal,influenza
320,uri,http://www.wikidata.org/entity/Q4278999,en,literal,Shmulik Kraus,literal,influenza,literal,influenza
321,uri,http://www.wikidata.org/entity/Q4351745,en,literal,António Fragoso,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
322,uri,http://www.wikidata.org/entity/Q4679063,en,literal,Adam Forepaugh,literal,1889–1890 pandemic,literal,influenza
323,uri,http://www.wikidata.org/entity/Q4683667,en,literal,Admiral Dot,literal,"dwarfism, 1918-1920 flu pandemic",literal,"influenza, 1918-1920 flu pandemic"
324,uri,http://www.wikidata.org/entity/Q4704130,en,literal,Al Jawhara bint Musaed Al Jiluwi,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
325,uri,http://www.wikidata.org/entity/Q4706076,en,literal,Alan McLeod,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
326,uri,http://www.wikidata.org/entity/Q4710105,en,literal,Albert Edward McKenzie,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
327,uri,http://www.wikidata.org/entity/Q4722854,en,literal,Alfred Hindmarsh,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
328,uri,http://www.wikidata.org/entity/Q4758460,en,literal,Andrew Rutherford,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
329,uri,http://www.wikidata.org/entity/Q4764104,en,literal,Angus Douglas,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
330,uri,http://www.wikidata.org/entity/Q194363,en,literal,Vaslav Nijinsky,literal,schizophrenia,literal,kidney failure
331,uri,http://www.wikidata.org/entity/Q4908791,en,literal,"Bill Dodgin, Jr.",literal,Alzheimer's disease,literal,Alzheimer's disease
332,uri,http://www.wikidata.org/entity/Q4909857,en,literal,Bill Lawton,literal,Alzheimer's disease,literal,Alzheimer's disease
333,uri,http://www.wikidata.org/entity/Q4909939,en,literal,Bill Long,literal,Alzheimer's disease,literal,Alzheimer's disease
334,uri,http://www.wikidata.org/entity/Q4910102,en,literal,Bill McElhiney,literal,Alzheimer's disease,literal,Alzheimer's disease
335,uri,http://www.wikidata.org/entity/Q4911014,en,literal,Bill Stits,literal,Alzheimer's disease,literal,Alzheimer's disease
336,uri,http://www.wikidata.org/entity/Q4912155,en,literal,Billy Barnes,literal,Alzheimer's disease,literal,Alzheimer's disease
337,uri,http://www.wikidata.org/entity/Q4917699,en,literal,Bishop Robinson,literal,Alzheimer's disease,literal,Alzheimer's disease
338,uri,http://www.wikidata.org/entity/Q4933129,en,literal,Bob LeMond,literal,Alzheimer's disease,literal,Alzheimer's disease
339,uri,http://www.wikidata.org/entity/Q4934936,en,literal,Bobby Dobbs,literal,Alzheimer's disease,literal,Alzheimer's disease
340,uri,http://www.wikidata.org/entity/Q4979932,en,literal,Bryan A. Poston,literal,Alzheimer's disease,literal,Alzheimer's disease
341,uri,http://www.wikidata.org/entity/Q4993796,en,literal,Yōko Minamida,literal,Alzheimer's disease,literal,Alzheimer's disease
342,uri,http://www.wikidata.org/entity/Q4998958,en,literal,Burke Riley,literal,Alzheimer's disease,literal,Alzheimer's disease
343,uri,http://www.wikidata.org/entity/Q5006740,en,literal,C. P. Ellis,literal,Alzheimer's disease,literal,Alzheimer's disease
344,uri,http://www.wikidata.org/entity/Q5016171,en,literal,Cactus Pryor,literal,Alzheimer's disease,literal,Alzheimer's disease
345,uri,http://www.wikidata.org/entity/Q5040330,en,literal,Carl Holtz,literal,Alzheimer's disease,literal,Alzheimer's disease
346,uri,http://www.wikidata.org/entity/Q5056120,en,literal,Cecil Higgs,literal,Alzheimer's disease,literal,Alzheimer's disease
347,uri,http://www.wikidata.org/entity/Q944894,en,literal,Morio Kita,literal,bipolar disorder,literal,disease
348,uri,http://www.wikidata.org/entity/Q5042017,en,literal,Carlos Imperial,literal,myasthenia gravis,literal,myasthenia gravis
349,uri,http://www.wikidata.org/entity/Q3574218,en,literal,Yvonne Pellé-Douël,literal,Alzheimer's disease,literal,Alzheimer's disease
350,uri,http://www.wikidata.org/entity/Q3595448,en,literal,Balamani Amma,literal,Alzheimer's disease,literal,Alzheimer's disease
351,uri,http://www.wikidata.org/entity/Q3619161,en,literal,Antonio Allocca,literal,Alzheimer's disease,literal,Alzheimer's disease
